artist,ontour,listeners,playcount
Tan Bionica,0,81327,4390777
Highly Suspect,0,369632,9116207
Wolfmother,1,1864948,37447555
Hole,0,1761135,53514702
Los Abuelos De La Nada,0,267188,3643472
Creep Hyp,0,35655,470590
Esteman,0,144117,2739623
Bersuit Vergarabat,0,223831,4959563
La Vela Puerca,1,126147,3492917
La Mosca Tse-Tse,0,124234,1271714
La Renga,1,83290,2517600
The Technicolors,0,265841,3822520
Cidergirl,0,85633,1322184
Dominic Fike,0,1879984,103897841
Alter Bridge,0,1051105,39060862
Weathers,0,370914,6258174
MISSIO,0,421140,8815209
Matt Maher,0,96317,1582975
Los Piojos,1,101365,3006865
Catupecu Machu,0,90699,1666174
Bandalos Chinos,0,129676,4415675
Panteon Rococo,0,54475,1126245
Bandalos Chinos,0,129676,4415675
P.O.D.,1,1655035,35543144
Sumo,0,137121,3980931
The Shins,0,2911874,105937008
Enjambre,1,241932,11994174
Everclear,1,1180470,15355833
Gondwana,0,157033,2632342
Tex Tex,0,18021,210874
Saint Motel,1,1048549,21570892
Living Colour,1,577829,6939199
The Servant,0,167209,2110057
Drowning Pool,1,1841299,30370268
Patricio Rey y sus Redonditos de Ricota,0,87087,8005516
Charlie Brown Jr.,0,627596,55139539
Caifanes,1,339183,11864966
Divididos,1,117693,2985022
Os Paralamas Do Sucesso,1,441047,11087172
Guasones,0,39652,696510
The Adams,1,22654,1453230
NX Zero,0,304497,13923815
Matthew West,0,196670,2535018
Fountains Of Wayne,1,1210877,15387691
Pulp,1,1628341,50039423
Los Rodriguez,0,75265,1192299
Interpuesto,0,12588,145491
Crazy Town,0,1042496,9485054
RAC,0,564864,6881204
Hinder,0,1238521,19611673
Goodnight Fellows,0,1500,12796
Watt White,0,76301,751775
Audioslave,0,2858522,74317802
Phil Wickham,0,208621,5339733
Kari Jobe,0,120560,2203251
Ne Jupiter,0,8006,102851
Mancha De Rolando,0,21020,237173
Charlie Brown Jr.,0,627596,55139539
Kapanga,0,49814,543270
Atreyu,1,1222731,44212210
Comisario Pantera,0,37304,696032
Callejeros,0,58997,1964886
Jeremy Camp,0,261107,5154463
Semisonic,0,1187111,10368289
LCD Soundsystem,1,2170173,77822317
La 25,0,13761,172629
Las Pastillas del Abuelo,0,61821,1456694
Phosphorescent,0,656678,10359182
Pearl Jam,1,3784179,205817356
Zayde Wølf,0,168583,2535490
Slank,0,27024,1062967
LCD Soundsystem,1,2170173,77822317
Machine Head,1,1107198,43419735
Los Caballeros De La Quema,0,27551,372848
The Wallflowers,1,1002420,11074204
Los Hermanos,1,696640,51466170
Eels,0,1862412,57510395
Steve Earle,0,583461,7721526
Los Estramboticos,0,11422,140277
White Zombie,0,777331,11460278
Jane's Addiction,0,1296359,17674508
Rend Collective,0,72929,1820694
Rend Collective,0,72929,1820694
Clutch,1,491628,24231353
The Score,0,529236,13130147
Incubus,1,3259938,135552076
A Rocket To The Moon,0,392091,9319835
Lupa,0,32038,487569
Three Days Grace,1,3276016,135021079
O Rappa,0,386675,13376720
Café Tacvba,0,569796,18064115
Virus,0,170540,4809515
Bombay Bicycle Club,1,1516174,49354513
Michael W. Smith,1,256581,4960340
Fuel,0,1080286,12904529
Las Pelotas,0,85057,1485612
Type O Negative,0,1014389,54562312
The Dandy Warhols,1,1444736,28890049
No Te Va Gustar,0,176355,5060522
Estelares,1,61970,995561
Serú Girán,0,183089,6796259
Los Gardelitos,0,15711,254885
The White Stripes,0,4325302,165612669
Toploader,0,966047,7843362
X Ambassadors,1,1000608,14743550
Rammstein,0,2663494,265794675
Future Royalty,0,23373,227234
Black Veil Brides,1,711866,26933766
Slayer,1,2102064,115690293
Birileri,0,12553,177795
La Portuaria,0,35865,266313
Matt Redman,0,222856,3643282
Jóvenes Pordioseros,0,12739,111744
Michael W. Smith,1,256581,4960340
Siouxsie and the Banshees,0,1518997,49301038
El Cuarteto De Nos,1,215414,14477443
La Verbena Popular,0,4125,41044
Celso Piña,0,81879,715110
Luis Alberto Spinetta,0,174879,6345320
Los Auténticos Decadentes,0,254377,4497323
Foreign Air,0,246933,3040559
grandson,0,689187,19987571
Blonde Redhead,1,1305357,36949024
The Neighbourhood,0,3267571,289140235
Palaye Royale,1,425492,22511383
Wolf Alice,1,1006968,40098049
Büyük Ev Ablukada,1,59894,4108171
Ciro y los Persas,0,48037,1117141
Conociendo Rusia,1,52644,1912864
Efek Rumah Kaca,0,49544,2719420
Los Caligaris,0,64111,1426682
La Franela,0,27706,311054
No Te Va Gustar,0,176355,5060522
Soda Stereo,0,606020,37732516
The Screaming Jets,0,38541,431052
Mastodon,1,1118530,71406643
Panteon Rococo,0,54475,1126245
Juan Ingaramo,0,25167,315560
Saint Chaos,0,67724,849477
The Struts,1,447838,6630900
Emmanuel Horvilleur,0,67181,1065088
División Minúscula,0,94758,2606749
Skank,0,553931,17469175
Cuca,0,56418,689284
Los Fabulosos Cadillacs,1,484640,9538425
Static-X,1,1430265,39405331
La Gusana Ciega,0,150823,2518769
Newsboys,0,268973,5505762
Dorothy,1,282601,4009451
Pescado Rabioso,0,199221,7612243
Fernando Delgadillo,0,76726,1531489
The Presidents Of The United States Of America,0,1277599,16545405
La Vela Puerca,1,126147,3492917
Seether,1,2117565,61587046
Alice In Chains,1,2938733,162343683
The Score,0,529236,13130147
for KING & COUNTRY,0,209249,3795506
Gece,0,31731,481451
TOOL,1,2255468,184433953
Ratones Paranoicos,0,43090,607321
Inhaler,1,422042,20336148
Yaşlı Amca,0,35762,1282198
Yüzyüzeyken Konuşuruz,0,62171,4002471
Ximena Sariñana,0,183348,3137118
Los Daniels,0,58371,881854
Marilina Bertoldi,0,29376,893110
Joe Vasconcellos,0,60683,962771
Anthrax,1,1122878,34422240
Fidel Nadal,0,57945,516584
Anthrax,1,1122878,34422240
half•alive,1,547354,19384696
Peter Bjorn and John,1,1848693,31105788
Chris Cornell,0,1120756,20476592
LOUTA,0,70157,1904557
Hillsong UNITED,0,410533,17731647
İnsan Mıyız,0,3709,44768
Sleeping Wolf,0,70494,1025466
Sick Puppies,1,962583,18068399
Batu Akdeniz,0,13830,320970
Camilo Séptimo,0,70187,1937476
Inspector,0,117182,1838200
Skank,0,553931,17469175
Sepultura,1,1222877,55492483
Skay Beilinson,0,20875,378552
Los Auténticos Decadentes,0,254377,4497323
Lucybell,0,88239,3811615
Amaarae,0,783383,22894791
GAYLE,0,694413,7824329
THE ANXIETY,0,820666,10268441
Linkin Park,1,5909587,533428682
Bella Poarch,0,474217,5304507
Oliver Tree,0,1240995,37601467
Slipknot,1,3613342,272686906
Gorillaz,0,5871436,387697982
Gorillaz,0,5871436,387697982
Oliver Tree,0,1240995,37601467
Florence + The Machine,0,3783694,274159206
Avenged Sevenfold,1,2463445,162935146
Mon Laferte,1,333866,14793760
Mon Laferte,1,333866,14793760
Mon Laferte,1,333866,14793760
Justine Skye,0,548462,6126671
Evanescence,1,3667892,152366481
Disturbed,1,3156280,140364670
Mon Laferte,1,333866,14793760
Amaarae,0,783383,22894791
Amaarae,0,783383,22894791
GAYLE,0,694413,7824329
DJ Shadow,0,1803285,50662351
Linkin Park,1,5909587,533428682
Qveen Herby,0,210368,5595638
Higuchi Ai,0,94258,1272864
Crystal Castles,0,2694985,186872467
Royal & the Serpent,1,408475,5896505
MARINA,1,1765283,128398637
Freddie Gibbs,0,1070039,79271582
Shinedown,1,1573286,52825882
Breaking Benjamin,1,2554981,105347921
Gorillaz,0,5871436,387697982
System Of A Down,1,5045925,388513143
Kavinsky,1,1493807,27235498
Princess Nokia,1,445516,8626742
Royal & the Serpent,1,408475,5896505
Kid Rock,0,1016864,12288644
Kid Rock,0,1016864,12288644
Ice Nine Kills,1,384376,29529529
Little Simz,1,783668,32142554
GAYLE,0,694413,7824329
Snoh Aalegra,0,692452,16223833
Rico Nasty,0,668582,18722529
Rico Nasty,0,668582,18722529
Rico Nasty,0,668582,18722529
Lamb of God,1,1308340,68293974
Genevieve Stokes,0,292951,3142149
Ruel,1,643354,20344429
Cookiee Kawaii,0,305199,2634785
Baby Tate,0,471932,4973766
Gatlin,0,264063,3295927
Janelle Monáe,1,1176537,46867422
Loyle Carner,1,439158,16498277
Janelle Monáe,1,1176537,46867422
La Roux,1,1998202,41274871
La Roux,1,1998202,41274871
FKA twigs,1,1411450,107287295
FKA twigs,1,1411450,107287295
The Knocks,0,653459,8358388
The Knocks,0,653459,8358388
Sevyn Streeter,0,312130,3055103
Ol' Dirty Bastard,0,909366,10670977
Halestorm,1,678168,26137444
Vicente Garcia,0,90068,1338601
Ol' Dirty Bastard,0,909366,10670977
Elaine,0,79570,720501
Mos Def,0,1489706,32888283
Gojira,1,867543,68652607
Sturgill Simpson,1,327037,10599097
James Blake,1,1741739,80476930
Lil' Kim,1,695091,7862994
Lil' Kim,1,695091,7862994
Lil' Kim,1,695091,7862994
Sevyn Streeter,0,312130,3055103
Kavinsky,1,1493807,27235498
Teyana Taylor,0,558516,10612483
Limp Bizkit,1,3447386,129567358
Mahalia,0,474349,8198683
Curren$y,0,1302328,23161624
Curren$y,0,1302328,23161624
Octavian,0,321815,4993041
JPEGMAFIA,1,1046687,185787358
The Chemical Brothers,1,2676340,76464728
Gaby Moreno,0,70744,595592
AFI,1,1751850,75362387
Gorillaz,0,5871436,387697982
Will Joseph Cook,0,256215,2633109
Bella Poarch,0,474217,5304507
Duckwrth,0,669988,13377847
Holly Humberstone,0,411308,10537818
Jacob Collier,1,445767,9698581
Tinashe,1,1312886,70213043
Pharoahe Monch,0,498076,5374971
Moliy,0,17923,115408
Moliy,0,17923,115408
Moliy,0,17923,115408
Moliy,0,17923,115408
Moliy,0,17923,115408
Jesse,1,242350,3056646
Oh No,0,301894,3766112
Linkin Park,1,5909587,533428682
BJ The Chicago Kid,1,357967,3454624
Baby Queen,0,241891,5330076
Tierra Whack,1,586768,12164415
SuenaTron,0,443,1023
Los Retros,0,443282,7765319
Bad Wolves,1,310003,5492216
Ravyn Lenae,1,803899,19542634
Ravyn Lenae,1,803899,19542634
Cigarettes After Sex,0,2276114,210518974
Apparat,1,764231,22905319
Novo Amor,0,1035536,31718051
Sleeping At Last,0,1143653,32873213
Ludovico Einaudi,1,1599876,59448445
Novo Amor,0,1035536,31718051
Mohan,0,8812,50277
Marconi Union,0,243572,5669714
Mohan,0,8812,50277
Ludovico Einaudi,1,1599502,59437592
Bicep,1,528716,11692906
Max Richter,1,1342260,55230467
Max Richter,1,1342260,55230467
Ludovico Einaudi,1,1599876,59448445
Fabrizio Paterlini,0,646600,8756333
Max Richter,1,1342260,55230467
Brian Eno,0,1599682,59007711
Max Richter,1,1342260,55230467
Seekae,0,286398,3622460
Hildur Guðnadóttir,0,246110,4017703
Jon Hopkins,1,871255,24616616
Grouper,0,1050500,43704148
Flower Face,0,313532,7978535
Bethel Music,0,162712,6351869
Mohan,0,8812,50277
Yann Tiersen,1,1776134,85991597
Max Richter,1,1342260,55230467
Ludovico Einaudi,1,1599502,59437592
Chad Lawson,0,296170,2247758
Dustin O'Halloran,0,609634,10835560
Joep Beving,1,623201,7927768
Nils Frahm,1,748769,22309031
Ryuichi Sakamoto,0,548500,10256153
Jóhann Jóhannsson,0,815299,18287285
Dmitri Shostakovich,0,943205,10878337
Jóhann Jóhannsson,0,815299,18287285
Stephan Moccio,0,326448,2600570
Philip Glass,1,1241541,30650223
Philip Glass,1,1241541,30650223
Dmitri Shostakovich,0,943205,10878337
Philip Glass,1,1241541,30650223
Apparat,1,764231,22905319
aswekeepsearching,0,12089,196007
Maxence Cyrin,0,355814,3791350
Mercuzio Pianist,0,132805,699629
Gustavo Santaolalla,1,754102,19488843
Roger Eno,0,254080,2672058
Brian Eno,0,1599682,59007711
Bethel Music,0,162712,6351869
Fabrizio Paterlini,0,646600,8756333
Bethel Music,0,162712,6351869
Max Richter,1,1342260,55230467
Bethel Music,0,162712,6351869
Carlos Cipa,0,143518,881559
Akira Kosemura,0,343332,4974423
Luke Howard,0,229256,1991153
Hania Rani,0,204603,4475799
Luke Howard,0,229256,1991153
Chilly Gonzales,0,150051,2125700
The Saxophones,0,88434,689213
Aphex Twin,0,2628925,176581780
Christian Löffler,1,316887,6306341
Michael Brook,0,156120,1906900
Abel Korzeniowski,0,356984,6417333
Novo Amor,0,1035536,31718051
Peter Sandberg,0,398637,3441701
Praveen,0,20260,156002
Project AER,0,203379,1684897
Tony Anderson,0,182673,2201246
Random Forest,0,171927,1014756
Simon Wester,0,27366,232135
Project AER,0,203379,1684897
Max Richter,1,1342260,55230467
Balmorhea,0,596817,12656620
Dario Marianelli,0,731032,12377929
Message To Bears,0,391709,5812932
Peter Gregson,0,136229,1026096
Roger Eno,0,254080,2672058
Michael Nyman,0,726585,11340573
Michael Nyman,0,726585,11340573
Michael Nyman,0,726585,11340573
Kyson,0,184270,1460153
Ólafur Arnalds,0,1149012,38668633
Bibio,0,822115,20177441
aswekeepsearching,0,12089,196007
Gustavo Santaolalla,1,754102,19488843
Bicep,1,528716,11692906
Clint Mansell,0,1053281,31159030
Mree,0,134552,1587326
This Will Destroy You,1,681245,19114135
Tom Day,0,99149,1245937
Erik Nieder,0,17224,162119
Olivia Belli,0,162964,1004840
Elea,0,19910,152320
Project AER,0,203379,1684897
Bethel Music,0,162712,6351869
Jon Hopkins,1,871255,24616616
Bethel Music,0,162712,6351869
Ryuichi Sakamoto,0,548500,10256153
Luke Howard,0,229256,1991153
Gavin Luke,0,301486,2616981
Bethel Music,0,162712,6351869
Ólafur Arnalds,0,1149012,38668633
Max Richter,1,1342260,55230467
Gustavo Santaolalla,1,754102,19488843
LUCHS,0,230460,1783564
GÅEL,0,100970,454860
Pulse Mandala,0,8696,46582
James Heather,0,270514,2095037
Hugar,0,138524,745795
Bicep,1,528716,11692906
Alexis Ffrench,0,344567,3034471
Marika Hackman,0,452440,6857549
Dario Marianelli,0,731032,12377929
De Moi,0,45461,271964
The American Dollar,0,435529,11101188
Air,1,2766765,110630955
Lucy Rose,1,503126,7825771
Hammock,0,640174,22969204
Air,1,2766765,110630955
Ludovico Einaudi,1,1599876,59448445
Bethel Music,0,162712,6351869
Bethel Music,0,162712,6351869
Little Symphony,0,95504,4579725
Mary Lattimore,0,159838,1789484
Ryuichi Sakamoto,0,548500,10256153
Poemme,0,41235,750827
Gabríel Ólafs,0,183554,1270813
Ólafur Arnalds,0,1149012,38668633
Gustavo Santaolalla,1,754102,19488843
aspidistrafly,0,139755,1355524
From Overseas,0,25327,95876
Helios,1,659681,15536342
Matooma,0,49511,326167
Tripswitch,0,123914,1620945
Alexis Ffrench,0,344567,3034471
Peter Gregson,0,136229,1026096
Erland Cooper,1,139548,1216655
A Winged Victory for the Sullen,0,302395,6141942
Ludovico Einaudi,1,1599876,59448445
Julien Baker,1,587846,31455192
Ludovico Einaudi,1,1599876,59448445
Max Richter,1,1342260,55230467
Max Richter,1,1342260,55230467
Christian Löffler,1,316887,6306341
Cliff Martinez,0,365481,9227044
Odina,0,47383,191142
Sophie Hutchings,0,205516,1635841
LUCHS,0,230460,1783564
Eydís Evensen,0,63534,479603
Foreign Fields,0,162107,1166308
Philip Glass,1,1241541,30650223
Clem Leek,0,277798,2759072
Boards of Canada,0,1888387,139180589
Ludovico Einaudi,1,1599876,59448445
Bethel Music,0,162712,6351869
Dario Marianelli,0,731032,12377929
Bethel Music,0,162712,6351869
Bethel Music,0,162712,6351869
Air,1,2766765,110630955
Dmitri Shostakovich,0,943205,10878337
Bethel Music,0,162712,6351869
Bethel Music,0,162712,6351869
Ludovico Einaudi,1,1599876,59448445
Steve Reich,0,464638,8846874
Erik Reno,0,44076,183787
Davis John Patton,0,25316,126249
Ólafur Arnalds,0,1149012,38668633
Ilya Beshevli,0,39406,401640
GÅEL,0,100970,454860
Goldmund,0,528317,8773211
The Native,0,40587,252331
You'll Never Get to Heaven,0,417099,7945243
Bethel Music,0,162712,6351869
Hania Rani,0,204603,4475799
Nils Frahm,1,748769,22309031
Bethel Music,0,162712,6351869
Keaton Henson,0,541071,13493260
Bethel Music,0,162712,6351869
David Sylvian,0,339237,7600257
Library Tapes,0,298909,4346572
Ishome,0,74523,1488076
Elskavon,0,84120,500285
Peter Sandberg,0,398637,3441701
Jóhann Jóhannsson,0,815299,18287285
Ólafur Arnalds,0,1149012,38668633
Illuminine,0,160558,973484
Mattia Vlad Morleo,0,74792,445242
Brambles,0,144967,1575874
Julien Baker,1,587846,31455192
Hania Rani,0,204603,4475799
Carbon Based Lifeforms,1,416233,19984948
Philip Glass,1,1241541,30650223
Kaitlyn Aurelia Smith,1,232486,3101605
Bethel Music,0,162712,6351869
Lauge,0,63055,799506
Dustin O'Halloran,0,609634,10835560
yutaka hirasaka,0,79221,933861
Matthew Harvey,0,28566,82013
Dear Gravity,0,44371,339793
Simon Wester,0,27366,232135
Christian Löffler,1,316887,6306341
Aukai,0,71180,608953
The Echelon Effect,0,238427,2272496
Lights & Motion,0,238183,2922653
Dario Marianelli,0,731032,12377929
Philip Glass,1,1241541,30650223
Bethel Music,0,162712,6351869
Bethel Music,0,162712,6351869
Lights & Motion,0,238183,2922653
Michael Nyman,0,726585,11340573
Ludovico Einaudi,1,1599876,59448445
Sebastian Plano,0,69113,560267
Perlo,0,43484,331114
Simon Wester,0,27366,232135
Oskar Schuster,0,190111,1630028
Líom,0,25354,181193
Bethel Music,0,162712,6351869
Ludovico Einaudi,1,1599876,59448445
Ludovico Einaudi,1,1599502,59437592
Mark & Sarah Tillman,0,7025,24687
Tracey Chattaway,0,160567,1201243
Bethel Music,0,162712,6351869
Gabriel Yared,1,289118,2140780
Solar Fields,0,357356,12910102
Dmitri Shostakovich,0,943205,10878337
Eashwar Subramanian,0,448,1091
Jean-Michel Blais,0,181798,1522892
Mike Lazarev,0,66431,450097
Dustin O'Halloran,0,609634,10835560
Niklas Paschburg,0,129562,1266671
Goldmund,0,528317,8773211
Biosphere,0,690811,18440098
Slow Meadow,0,144980,2371400
Ludovico Einaudi,1,1599876,59448445
John Adams,0,310252,2194713
Philip Glass,1,1241541,30650223
Fejká,1,60001,498641
Sylvain Chauveau,0,337617,4266521
Lambert,1,236881,2700910
Roedelius,0,160244,1309340
Sebastián Escofet,0,66703,292315
Phoria,0,218881,1740093
Federico Albanese,1,165426,1664725
Clint Mansell,0,1053281,31159030
Hania Rani,0,204603,4475799
Bethel Music,0,162712,6351869
Morten Myklebust,0,20606,95342
Roberto Cacciapaglia,0,208186,2832895
Fous De La Mer,0,37506,247841
Sueño Latino,0,29656,114649
AL-90,0,140597,2480172
Ólafur Arnalds,0,1149012,38668633
Sleep Surgeon,0,10813,37839
Fejká,1,60001,498641
AL-90,0,140597,2480172
Murcof,1,275257,4000387
Tom Ashbrook,0,63405,344252
Ólafur Arnalds,0,1149012,38668633
Dirk Maassen,0,178816,1567535
Bethel Music,0,162712,6351869
Abel Korzeniowski,0,356984,6417333
Actress,1,456767,9842298
Peter Broderick,0,461029,7174771
Jonny Greenwood,0,524109,8262216
Dmitri Shostakovich,0,943205,10878337
Kronos Quartet,1,355278,4285754
Benoît Pioulard,0,201036,4436158
Tony Anderson,0,182673,2201246
Grandbrothers,0,124263,1641905
Blurstem,0,33142,162968
Roger Eno,0,254080,2672058
Leon Vynehall,0,311155,4491144
Roger Eno,0,254080,2672058
Bethel Music,0,162712,6351869
Philip Glass,1,1241541,30650223
Bethel Music,0,162712,6351869
Bethel Music,0,162712,6351869
Ludovico Einaudi,1,1599876,59448445
Karen Dalton,0,363200,4383245
Tony Anderson,0,182673,2201246
Christian Löffler,1,316887,6306341
Ceeys,0,39932,195746
Meitei,0,234237,2479944
Nibana,0,7459,89411
Fejká,1,60001,498641
Yann Tiersen,1,1776134,85991597
Michiru Aoyama,0,74720,1014937
Dmitri Shostakovich,0,943205,10878337
Bethel Music,0,162712,6351869
Entheogenic,0,160568,3396865
Chilly Gonzales,0,150051,2125700
Stars Of The Lid,0,555951,21576440
Burzum,1,551845,35498575
Kyson,0,184270,1460153
Spacecraft,0,41536,379296
Max Richter,1,1342260,55230467
Gustavo Santaolalla,1,754102,19488843
David Helpling,0,55079,710339
Dine,0,3329,13814
René Aubry,0,128409,1989635
Constance Demby,0,62701,582293
Wim Mertens,0,250298,3066144
Felix Rösch,0,76308,597374
Max Richter,1,1342260,55230467
yeule,0,493239,23504440
Ben Lukas Boysen,1,186943,2059153
Armand Amar,0,82662,1621253
Ludovico Einaudi,1,1599876,59448445
U137,0,134808,1054398
Jóhann Jóhannsson,0,815299,18287285
Ludovico Einaudi,1,1599876,59448445
Brian Eno,0,1599682,59007711
Virginia Astley,0,38702,427156
The Orb,1,623191,10121782
Mansij,0,8176,23070
Dhamika,0,23675,319747
Desolate Horizons,0,35145,298435
Project AER,0,203379,1684897
Hania Rani,0,204603,4475799
Project AER,0,203379,1684897
Rival Consoles,1,319562,7129812
Igneous Flame,0,22580,467340
Tim Story,0,60873,524623
Liquid Mind,0,128176,4061898
美波,0,263461,6610748
KANA-BOON,1,405013,9097349
Kenshi Yonezu,0,581020,19030284
TK from Ling tosite sigure,0,411448,7406898
Yoko Takahashi,0,394364,5002220
Eve,1,1455850,38938479
ENHYPEN,1,831133,198575842
Hiroyuki Sawano,0,332753,17476966
Ikimonogakari,0,340786,4976647
渕上 舞,0,12041,152690
BURNOUT SYNDROMES,0,221246,4282493
LiSA,1,1512942,91377902
Vickeblanka,0,163723,3335413
MUSASHI PROJECT,0,73800,1077497
Official HIGE DANdism,0,299766,8588325
Apollo Fresh,0,89564,701332
FLOW,1,487240,11653725
Yugo Kanno,0,275420,8163798
Aimer,0,377211,19849999
KOHTA YAMAMOTO,0,81260,2445646
Kiko Blac,0,1967,9569
majiko,0,123115,2507567
Linked Horizon,0,420490,10077203
ZAQ,0,103683,2602847
Khantrast,0,192122,5151906
Louis Capone,0,21918,202005
Mrs. GREEN APPLE,0,310689,7723606
Samuel Kim,0,326375,7049029
SEKAI NO OWARI,0,161306,4306381
Yuko Ando,0,77096,1096231
Taeko Onuki,0,530811,8281167
7!!,0,132695,1984674
Cö Shu Nie,0,281168,6969495
Hikaru Utada,0,412878,15044178
Hiroaki Tsutsumi,0,69775,1446135
FantasticYouth,0,44940,758400
Kato,0,232794,11808338
the peggies,0,174278,4566408
Kensuke Ushio,0,388965,14040889
Yuki Hayashi,0,161675,6539039
KANKAKU PIERO,0,62634,867114
THE ORAL CIGARETTES,1,329214,9465225
Fery,0,7864,97504
Yasuharu Takanashi,0,150060,6962393
Shiki-TMNS,0,91920,1223024
Hideki Taniuchi,0,90618,3079063
Rustage,0,45836,2374073
[Alexandros],0,97076,2400307
Yutaka Yamada,0,98068,2664609
QUEEN BEE,0,165744,3364968
小畑貴裕,0,44243,391087
Ken Arai,0,18909,439385
ASIAN KUNG-FU GENERATION,1,577898,31993963
Joe Hisaishi,0,813213,33371404
sumika,1,155737,2884804
JAM Project,0,113393,3288073
SawanoHiroyuki[nZk],0,157330,5490289
Eve,1,1455850,38938479
Shiki-TMNS,0,91920,1223024
FictionJunction,0,71204,1748435
CHiCO with HoneyWorks,0,112499,2317325
白銀御行(CV:古川慎),0,13825,164789
Otaku,0,210848,3573554
Animelmack,0,47010,355809
Rustage,0,45836,2374073
UVERworld,1,401974,15306470
Rustage,0,45836,2374073
Rustage,0,45836,2374073
Otaku,0,210848,3573554
