artist,ontour,listeners,playcount
Chuy Lizarraga y Su Banda Tierra Sinaloense,0,28761,208320
Frankie Valli & The Four Seasons,0,850342,9337548
El Bebeto,0,33011,333869
Mariano Barba,0,24313,135671
22Gz,0,256006,7222628
Roy Orbison,0,1735360,21215247
22Gz,0,256006,7222628
Rita Lee,0,629555,27745641
La Original Banda El Limón de Salvador Lizárraga,0,42966,436203
Banda Rancho Viejo De Julio Aramburo La Bandononona,0,7780,55022
Rah Swish,0,94481,1326297
Paul Anka,0,1039475,8478977
The Platters,0,908162,7024362
Fivio Foreign,0,495125,10754178
Lil Tjay,0,824167,52520196
MHRAP,0,42688,2399876
Wet Wet Wet,1,449651,3027766
7 Minutoz,0,83563,5213856
El Mimoso Luis Antonio López,0,16480,170048
Lupillo Rivera,0,55855,346030
Lupillo Rivera,0,55855,346030
The Drifters,0,923793,6410911
Enygma Rapper,0,12717,1288936
New Edition,0,530236,4497887
anirap,0,22983,1693716
Dion,0,675909,6733222
Manoella Torres,0,12568,86483
Estela Nuñez,0,10789,74454
Lil Tjay,0,824167,52520196
Dr. Silvana & Cia.,0,10963,52317
Baby Do Brasil,0,56218,526226
João Penca E Seus Miquinhos Amestrados,0,16264,139731
Jorge Muñiz,0,8590,80189
Julio Preciado,0,27539,123892
Ricky Nelson,0,882340,6918257
Sleepy Hallow,0,788541,35562171
Sheff G,0,333154,16419613
Sleepy Hallow,0,788541,35562171
Tungevaag,1,209263,2414960
The Foundations,0,850320,5087553
Alberto Vazquez,0,25199,147177
Sempre Livre,0,14383,75745
Edwin Luna y La Trakalosa de Monterrey,0,56847,879351
Joan Sebastian,0,249454,4315449
Ritchie Valens,0,831815,5278558
Conway the Machine,1,349431,12027003
Luccas Carlos,1,99647,3097717
Lil Tjay,0,824167,52520196
The Archies,0,538312,2848227
Sabotage,1,208880,6728729
Flora Matos,0,263283,12749191
MHRAP,0,42688,2399876
7 Minutoz,0,83563,5213856
Herva Doce,0,22957,121656
Blitz,0,307424,4037253
Os Virgulóides,0,4899,22673
Jota Quest,0,308956,4745917
Los Pasteles Verdes,0,36934,316679
Diego Herrera,0,4500,29554
Lil Tjay,0,824167,52520196
RZO,0,43998,741490
The Cascades,0,129127,822322
La Adictiva,0,63909,1017949
Banda Carnaval,0,29895,320510
Benny The Butcher,0,450215,19372666
The Everly Brothers,0,831750,8135024
Cynthia Luz,0,84399,1607091
Yahoo,0,17618,100132
Ndee Naldinho,0,29337,217810
Sabotage,1,208880,6728729
Sabotage,1,208880,6728729
Sabotage,1,208880,6728729
Alberto Vazquez,0,25199,147177
Alberto Vazquez,0,25199,147177
Cliff Richard,0,665385,4612345
Mamonas Assassinas,0,327668,7609582
TV On The Radio,1,1734354,50228121
Chubby Checker,0,526485,2953264
Cynthia Luz,0,84399,1607091
Enygma Rapper,0,12717,1288936
Realidade Cruel,0,22367,293912
Saul El Jaguar Alarcón,0,9625,57960
Connie Francis,0,601910,10489848
Ike & Tina Turner,0,629196,4406891
Marco Antonio Muñiz,0,19615,129381
Diego Herrera,0,4500,29554
Germán Montero,0,10274,52708
Travis,0,1938362,46453334
Takr,0,8929,222025
Sabotage,1,208880,6728729
DJ Jamaika,0,9468,161969
El Mimoso Luis Antonio López,0,16480,170048
Diego Herrera,0,4500,29554
Maneva,1,193801,4797918
Jorge Muñiz,0,8590,80189
Maneva,1,193801,4797918
Saul El Jaguar Alarcón,0,9625,57960
Diego Herrera,0,4500,29554
Sheff G,0,333154,16419613
Jay & The Americans,0,305225,1860794
Rodrigo Zin,0,18590,1339971
Cynthia Luz,0,84399,1607091
Projota,0,215246,5193769
Oh Honey,0,77864,604605
Carlos Lico,0,4774,26426
Facção Central,0,52711,1985838
La Original Banda El Limón de Salvador Lizárraga,0,42966,436203
Rosana,0,224525,1782444
Diego Herrera,0,4500,29554
7 Minutoz,0,83563,5213856
Nelson Ned,0,48389,315751
Rita Coolidge,0,155523,883005
MTK,0,54315,561590
Marcelo D2,0,315745,8531762
Edwin Luna y La Trakalosa de Monterrey,0,56847,879351
Charlie Brown Jr.,0,627596,55139539
El Chapo De Sinaloa,0,127924,1017004
Edwin Luna y La Trakalosa de Monterrey,0,56847,879351
Edwin Luna y La Trakalosa de Monterrey,0,56847,879351
Marcelo D2,0,315745,8531762
Lil Tjay,0,824167,52520196
MTK,0,54315,561590
Cynthia Luz,0,84399,1607091
TIAGO IORC,0,333166,9989989
Takr,0,8929,222025
Rappin' Hood,0,34506,276107
Felícia Rock,0,5165,97436
Inimigos Do Rei,0,15672,84828
La Original Banda El Limón de Salvador Lizárraga,0,42966,436203
Diego Herrera,0,4500,29554
KAROL G,0,1148820,51978005
KAROL G,0,1148820,51978005
KAROL G,0,1148820,51978005
KAROL G,0,1148820,51978005
KAROL G,0,1148820,51978005
KAROL G,0,1148820,51978005
KAROL G,0,1148820,51978005
KAROL G,0,1148820,51978005
KAROL G,0,1148820,51978005
KAROL G,0,1148820,51978005
KAROL G,0,1148820,51978005
KAROL G,0,1148820,51978005
R. City,0,293694,1987716
K'NAAN,0,920833,10980984
Sebastian Yatra,0,538807,11807871
Sebastian Yatra,0,538807,11807871
Sebastian Yatra,0,538807,11807871
Sebastian Yatra,0,538807,11807871
Sebastian Yatra,0,538807,11807871
Sebastian Yatra,0,538807,11807871
Sebastian Yatra,0,538807,11807871
Sebastian Yatra,0,538807,11807871
Sebastian Yatra,0,538807,11807871
Sebastian Yatra,0,538807,11807871
Sebastian Yatra,0,538807,11807871
Sebastian Yatra,0,538807,11807871
Sebastian Yatra,0,538807,11807871
MAGIC!,0,1240281,10885052
Sebastian Yatra,0,538807,11807871
Musical Youth,0,489494,2988329
CHEHON,0,5383,87898
Shaggy,1,1808636,16226038
Shaggy,1,1808636,16226038
Dirty Heads,0,231024,3111722
Guaynaa,0,104424,990900
Guaynaa,0,104424,990900
Guaynaa,0,104424,990900
UB40,1,1268963,14914026
Shaggy,1,1808636,16226038
Shaggy,1,1808636,16226038
Camilo,0,314769,6250150
Guaynaa,0,104424,990900
Kenia OS,0,159857,6639671
Bob Marley & The Wailers,0,3046778,103797619
K'NAAN,0,920833,10980984
Totoy El Frio,0,5438,34309
Totoy El Frio,0,5438,34309
Camilo,0,314769,6250150
Inner Circle,1,776924,5162026
MORADA,0,54832,1854696
Migue Flow,0,205,719
Boomdabash,0,37836,491156
Adassa,0,10187,49688
Boomdabash,0,37836,491156
Becky G,0,1193798,20668760
Becky G,0,1193798,20668760
CNCO,0,419796,7889322
Matisyahu,0,889405,20613424
Rael,1,143079,2221653
Kail BRL,0,8559,106502
Gabriel Elias,0,78640,715277
Boomdabash,0,37836,491156
Joey Montana,0,134934,976308
Boomdabash,0,37836,491156
Snow,0,345636,2082096
Boomdabash,0,37836,491156
Adan La Amenaza,0,6301,52643
Snow,0,345636,2082096
Marcianeke,0,29078,732106
Jimmy Cliff,0,857158,7282147
Enur,0,220644,1351372
Sebastian Yatra,0,538807,11807871
K'NAAN,0,920833,10980984
Malito Malozo,0,2683,22420
Malito Malozo,0,2683,22420
Natan & Shander,0,6914,40098
Kail BRL,0,8559,106502
Yera,0,35321,310013
Yera,0,35321,310013
Yera,0,35321,310013
CNCO,0,419796,7889322
El Kuelgue,0,50603,1722093
Jehza,0,578,3614
Yiordano Ignacio,0,7069,60169
Dhyo Haw,0,5420,48000
"Nas & Damian ""Jr. Gong"" Marley",0,202150,2597109
Becky G,0,1193798,20668760
Becky G,0,1193798,20668760
Golden Ganga,0,10958,161849
Bayron Fire,0,11275,173349
Shamanes Crew,0,11960,181155
Dvice,0,7495,51294
Jeloz,0,5505,25637
Caparezza,0,131223,5903569
Damian Marley,0,1104043,16888379
Shaggy,1,1808636,16226038
Stailok,0,3586,43927
Bubaseta,0,19690,444861
Dj Joe,0,20935,137295
Jd Pantoja,0,18740,1197079
Alejandro González,0,6511,37557
Tash Sultana,0,462777,8469744
MJ,0,22475,813405
Big Mountain,0,398576,2018955
Becky G,0,1193798,20668760
Dayme y El High,0,29024,187451
Nigga,0,101963,792681
Chapa C,0,24501,191576
Jukka Poika,1,51692,1834553
Yiordano Ignacio,0,7069,60169
Germanini,0,2664,23417
Abraham Mateo,0,134871,2001474
CNCO,0,419796,7889322
Kail BRL,0,8559,106502
Elias Diaz,0,1377,5775
ITHAN NY,0,34944,1125890
BlackRoy,0,3152,25289
Yeinomercy,0,1624,8098
Bayron Fire,0,11275,173349
Nico Rengifo,0,10929,54041
El Chombo,0,127028,641802
Flyboiz,0,12598,100484
Camilo,0,314769,6250150
Musiko,0,3982,72920
Forest,0,90296,1171162
Pitizion,0,14975,113891
Pitizion,0,14975,113891
Alex Campos,0,27556,601527
IAmChino,0,92828,458820
Becky G,0,1193798,20668760
Rayo & Toby,0,25295,215047
Kail BRL,0,8559,106502
Soly,0,847,6455
Marcianeke,0,29078,732106
Pipe Calderón,0,16486,78552
Dash,0,14766,78105
Opi the Hit Machine,0,8036,55534
Criss & Ronny,0,5060,49698
Camilo,0,314769,6250150
J Balvin,1,1429295,48657648
J Balvin,1,1429295,48657648
Los Legendarios,0,108802,929377
Merengues Dorados,0,2456,11732
Gabriel EMC,0,1480,26874
Xavi The Destroyer,0,4876,28879
BlackRoy,0,3152,25289
Grupo C4,0,1706,6824
Eyci and Cody,0,7497,35756
Dash Y Cangri,0,1643,9448
Yamal and George,0,496,1971
Kevin Martes 13,0,7526,139694
Bayron Fire,0,11275,173349
Ronald Borjas,0,2212,16261
Elvis Presley,0,3890240,122503382
Los Apson,0,41731,308802
Los Freddy's,0,16794,125863
Mike Laure,0,15303,112476
Los Baby's,0,17614,112101
Los Solitarios,0,21679,203290
Shakin' Stevens,0,771204,4369645
Fresa Salvaje,0,811,2643
Los Polifaceticos,0,4051,16934
Paco Cañedo,0,755,2422
Los Cuatro Soles,0,2192,7392
Angelica Maria,0,18900,133937
Los Reno,0,5713,26189
La Tropa Loca,0,5300,26728
Los Baby's,0,17614,112101
Sonora Maracaibo,0,1290,9495
Ricardo Ceratto,0,2164,9259
Los Brios,0,16620,94513
Marco Antonio Muñiz,0,19615,129381
The Champs,0,367283,1504476
Sonia Rivas,0,2240,13120
Los Loud Jets,0,2070,9123
Los Baby's,0,17614,112101
Los Rogers,0,3032,11183
Los Crazy Boys,0,4656,18663
Los Hermanos Carrion,0,7368,36739
Los Chicanos,0,4317,22585
Acerina Y Su Danzonera,0,5010,38832
Grupo Lluvia,0,1410,11488
Los Hitters,0,6615,30367
Los Sleepers,0,5581,22978
Little Gerhard,0,5251,30290
Hermanos Carrion,0,6494,33112
Manolo Muñoz,0,11083,50977
Los Baby's,0,17614,112101
Brian Hyland,0,194899,1000513
Virginia Lopez,0,7905,35303
Beto Diaz,0,1177,3885
Imelda Miller,0,1591,6708
Los Juniors,0,3722,11363
Jorge Muñiz,0,8590,80189
Javier Bátiz,0,3929,27352
Los Teen Tops,0,20429,134099
Cesar Costa,0,10802,57359
The Ventures,0,466705,5796771
Enrique Guzmán & Teen Tops,0,5802,21930
Los Baby's,0,17614,112101
Los Baby's,0,17614,112101
Gualberto Castro,0,2887,13810
Los Gliders,0,2745,7977
Los Tukas,0,2292,11141
Johnny Laboriel,0,9797,50901
The Crystals,0,604088,3865536
Miguel Angel,0,6937,34581
Los Hnos. Carrión,0,984,2371
Johnny Laboriel,0,9797,50901
Palito Ortega,0,43385,265164
Johnny Rivers,0,170714,1292830
Mario Pintor,0,1114,9006
Raul Abramzon,0,4417,19025
Los Baby's,0,17614,112101
Grupo Yndio,0,10681,84857
Enrique Guzman,0,31389,233433
Enrique Guzman,0,31389,233433
Los Churumbeles De España,0,3426,23646
Charlie Rich,0,232615,1406424
The New Seekers,0,102213,552547
Little Richard,0,897004,8702876
Johnny Dynamo,0,888,2835
Los Freneticos Del Ritmo,0,413,794
Jorge Muñiz,0,8590,80189
Los Locos Del Ritmo,0,17816,99354
Roberto Jordan,0,43847,259566
Elio Roca,0,2693,18950
Sergio Esquivel,0,5501,22517
Los Xochimilcas,0,3673,43294
Los Blue Caps,0,2889,10873
Bobby Goldsboro,0,108311,586475
Bobby Vinton,0,525796,3929811
Regina Alcover,0,726,1524
Cliff Richard & The Drifters,0,14942,54250
Gene Vincent & His Blue Caps,0,114489,578631
Bruce Channel,0,170571,644764
Nelson Ned,0,48389,315751
Owe Thörnqvist,0,15867,128460
Los Dinner's,0,243,1001
Rockfolket,0,2741,11658
Virginia Lopez,0,7905,35303
Los Hooligans,0,18362,108451
Enrique Guzman,0,31389,233433
Jorge Muñiz,0,8590,80189
Los Baby's,0,17614,112101
The Fleetwoods,0,249583,1890268
Elvis Presley,0,3890240,122503382
Los Camisas Negras,0,1597,5017
Los Moonlights,0,3138,21880
Rafael Vázquez,0,546,2018
Dale Hawkins,0,80553,368811
Johnny Laboriel,0,9797,50901
Los Sonor's,0,2257,12285
Cesar Costa,0,10802,57359
Mayte Gaos,0,3898,15589
Buddy Holly,0,1212354,16061958
Bobby Vee,0,304677,1768657
Sonny & Cher,0,462771,2642360
Bijou,0,62166,400231
Pat Boone,0,311013,1640229
Los Apson Boys,0,2953,10529
Los Fredy´s,0,417,2026
Frankie Avalon,0,264073,1349079
Marco Antonio Vázquez,0,1684,13942
Los Baby's,0,17614,112101
Los Strwck,0,4909,24823
Duane Eddy,0,320392,1869006
Los Baby's,0,17614,112101
The Big Bopper,0,141421,615617
Rafael Vázquez,0,546,2018
Johnny Tillotson,0,173554,926902
Lalo Carrion,0,334,737
Hermanas Jimenez,0,600,1276
Ramon Marquez,0,3030,14052
Leda Moreno,0,1938,6371
Los Baby's,0,17614,112101
Las Moskas,0,1723,6741
Los Yorsy's,0,904,3147
Linda Vera,0,761,2477
Carl Perkins,0,428073,2789982
Sonia Rivas,0,2240,13120
Marco Antonio Muñiz,0,19615,129381
Queta Garay,0,2334,6586
Marco Antonio Muñiz,0,19615,129381
Del Shannon,0,519542,3812092
The Shirelles,0,555935,3634902
Frankie y Los Matadores,0,1272,4344
Los Corazones Solitarios,0,3395,15126
Los Johnny Jets,0,5541,23066
Nelson Ned,0,48389,315751
Bobby Rydell,0,99896,511737
The Good The Bad and The Zugly,1,22964,710606
Los Sinners,0,3473,13722
Los Pasteles Verdes,0,36934,316679
Los Superclasicos,0,2125,6702
Jorge Muñiz,0,8590,80189
michael holliday,0,31626,124493
Jorge Muñiz,0,8590,80189
The Blasters,0,142354,957478
Roberto Jordan,0,43847,259566
Tommy Edwards,0,65898,262178
Marmalade,0,132585,762073
Jimmy Clanton,0,138533,557041
Petula Clark,0,424686,3222589
Generacion 2000,0,1068,4449
Palito Ortega,0,43385,265164
Los Saylors,0,773,3339
Johnny Dinamo,0,204,913
Backstreet Girls,1,17537,335167
Josue,0,2336,80207
Bob Luman,0,44932,225868
Peter Pan Speedrock,1,50724,1216281
The Moonglows,0,123790,470074
Warren Smith,0,108008,491002
Johnny Maestro,0,36775,150875
Hep Stars,0,21220,146706
Los Cinco Latinos,0,11131,61941
Cool Candys,0,6629,42430
The Skyliners,0,138245,679812
Bill Haley & His Comets,0,530165,3116167
The Carburetors,1,23933,414651
Turbonegro,1,414134,14299283
Jan & Dean,0,238893,1330193
Tommy Roe,0,143791,749265
Sandy Posey,0,27498,134161
Elvis Presley,0,3890240,122503382
Los Matematicos,0,1952,9172
The Bones,0,63485,1657554
Paul & Paula,0,53282,203195
Raul Vale,0,578,2974
La Revolución De Emiliano Zapata,0,18642,145787
Enrique Guzman,0,31389,233433
Los Ovnis,0,6022,28891
The Diamonds,0,140050,594598
Johnny Burnette,0,175783,1010584
Polo Y Los Apson,0,24725,114772
King Clave,0,25180,116644
Little Eva,0,253396,1069852
Bill Haley,0,244288,1268943
Eddie Cochran,0,571122,4448028
Angelica Maria,0,18900,133937
Don Gibson,0,120443,775238
Wanda Jackson,0,438310,3952340
Los Yaki,0,3247,14261
Danny & The Juniors,0,165197,690164
Lety Cisneros,0,220,516
Jorge Muñiz,0,8590,80189
Carmela Y Rafael,0,1951,9858
Angelica Maria,0,18900,133937
Juanello,0,4932,27798
Beach Weather,1,1084249,18125887
Imagine Dragons,1,3567526,211753526
AJR,1,1035928,44347442
Panic! At The Disco,0,3955429,245121681
Imagine Dragons,1,3567526,211753526
Queen,0,6293717,343921946
The Script,1,2590337,58383502
Imagine Dragons,1,3567526,211753526
BØRNS,0,1468193,26814025
Twenty One Pilots,0,2706367,281045265
Fleetwood Mac,0,4057427,209779661
Kodaline,0,1298520,26411955
Elton John,0,4561334,130849777
Capital Cities,0,1615971,22058462
The Police,0,3826307,85246387
Bryan Adams,1,2597358,42731861
Bastille,0,2118099,79567777
Unlike Pluto,0,428798,12453760
Fort Minor,0,1516038,26125563
The Script,1,2590337,58383502
Rachel Platten,1,492858,5233928
The Wanted,0,1444079,20580555
Andy Grammer,1,797546,10033522
fun.,0,2235602,43753798
MKTO,0,990842,10065861
Train,1,2945348,45377483
The Cranberries,0,4032329,121967639
Snow Patrol,1,3701147,104617331
John Lennon,0,3515426,66991153
Daryl Hall & John Oates,0,1608291,30764802
Rod Stewart,1,1942161,26993401
Rod Stewart,1,1942161,26993401
Rod Stewart,1,1942161,26993401
Rod Stewart,1,1942161,26993401
Rod Stewart,1,1942161,26993401
Kaiser Chiefs,1,2643783,59021006
Eurythmics,0,2459827,26948662
Dire Straits,0,3038876,90766630
Jaymes Young,0,943565,14927987
Christina Perri,0,1660772,23103044
Dido,0,2525007,48441792
James Blunt,1,2506114,52093581
John Lennon,0,3515426,66991153
Annie Lennox,0,1201188,13284589
STARSET,1,434537,20590887
The Goo Goo Dolls,0,1380670,22130275
Lenny Kravitz,1,2525784,42522805
Annie Lennox,0,1201188,13284589
Karakoram,0,5451,52699
a-ha,0,2898412,48334318
TOTO,1,2612689,44157664
Oasis,1,5076582,240844303
Kenny Loggins,0,1448156,13174450
Imagine Dragons,1,3567526,211753526
Christina Perri,0,1660772,23103044
Christina Perri,0,1660772,23103044
Queen,0,6293717,343921946
a-ha,0,2898412,48334318
Brenda Lee,0,1919374,13967267
The Fastback,0,2315,25854
Neil Sedaka,0,426677,2944693
Los Vaguens,0,6605,92921
Tupelo Highshots,0,3411,19971
Los Benders,0,4043,36108
Rebel Cats,0,10571,133906
John Lindberg Trio,0,23407,263467
Eva Eastwood & The Major Keys,0,2496,31151
The Boo Devils,0,472,3448
Danny Cooltmoore,0,2101,8028
Francine,0,25730,452744
John Wildcat,0,1731,9320
Sun Cats,0,1040,8850
Toini & The Tomcats,0,1046,10181
Rebel Cats,0,10571,133906
Rebel Cats,0,10571,133906
The Baseballs,0,269004,8802704
Black Raven,0,9379,105392
Rebel Cats,0,10571,133906
Rebel Cats,0,10571,133906
Eva Eastwood,0,5270,61404
Danny Cooltmoore,0,2101,8028
Katteni Shiyagare,0,630,7621
Pepita Slappers,0,3951,21712
Imelda May,1,212773,3914851
Imelda May,1,212773,3914851
Eva Eastwood,0,5270,61404
John Wildcat,0,1731,9320
Deke Dickerson,0,10412,96032
TT Grace,0,5987,44955
Crazy Ken Band,0,10218,174287
Eduardo Araujo,0,7508,31382
Rebel Cats,0,10571,133906
COOLS,0,925,15306
Teddy & The Tigers,0,7413,55114
Danny Cooltmoore,0,2101,8028
Link Wray,0,366562,3414847
Mario Bradley,0,994,8455
Foggy Mountain Rockers,0,6580,126423
The Playtones,0,14043,121239
Ray Peterson,0,74387,315891
Cliff Richard & The Shadows,0,108755,642324
Jumpin'up,0,1385,8847
Si Cranstoun,0,6213,65398
Webb Wilder,0,12420,122803
João Gordo,0,4005,39782
The Roaring Cadillacs,0,630,2992
The Delta Bombers,0,10894,129526
THE MODS,0,13535,179533
João Gordo,0,4005,39782
Johnnie Ray,0,118596,554903
Josie Kreuzer,0,5477,43713
Rockin' Ryan & The Real Goners,0,4835,48557
Midnight Teds,0,868,6098
The Brian Setzer Orchestra,0,322886,3786408
Hillbilly Hellcats,0,48339,424742
Los Pandilleros,0,405,1315
Duane Eddy,0,320392,1869006
Bo Diddley,0,579448,4962375
The Barnshakers,0,2021,21461
Link Wray,0,366562,3414847
The Del-Vikings,0,178046,905717
Runaway Boys,0,2199,18277
Snakebite,0,5686,51363
Bob & Lucille,0,1263,4053
Loquillo,0,53990,739239
"Clarence ""Frogman"" Henry",0,153223,618160
Big Joe Turner,0,179168,929956
Carolina & Her Rhythm Rockets,0,1000,9167
Ricky Nelson,0,882340,6918257
Los Tiki Phantoms,0,24878,315331
The Troubled Three,0,2063,13287
Sneaky Pete & Cool Cats,0,456,3965
Frankie Ford,0,36617,123735
Fatboy,0,21814,269289
Dr. Feelgood,0,156323,2005009
Johnny Preston,0,48059,196599
Johnny Burnette & The Rock 'N' Roll Trio,0,44429,258819
Chris Montez,0,172483,880679
Pat Capocci,0,2713,31145
Buddy Holly & The Crickets,0,200365,1678931
Gutter Demons,0,15214,279373
Gene Vincent,0,343921,2223466
Gene Vincent,0,343921,2223466
Ronnie Hawkins,0,29373,141273
Marvin Rainwater,0,17553,70443
The Swinging Blue Jeans,0,178535,881773
Matchbox,0,44949,300921
Rebel Cats,0,10571,133906
The Rockabilly Rebels,0,2683,21558
Elvis Presley,0,3890240,122503382
Clyde McPhatter,0,106469,442587
The Blue Cats,0,10150,104177
Glen Glenn,0,24715,131439
The Baboons,0,12432,96646
Charlie Hightone and The Rock-It´s,0,738,6413
The Slapbacks,0,3863,46070
Ray Campi,0,15838,96141
Janis Martin,0,52316,388450
Joe Clay,0,28167,116882
Ronnie Self,0,32192,164041
Herman's Hermits,0,500831,4107390
M-BAND,0,7667,58881
Charlie Feathers,0,327872,1677374
Wild Wax Combo,0,4417,39481
Stray Cats,0,482538,6326312
Eddie Bond,0,22452,114531
Tom Stormy Trio,0,1300,21566
The Sharks,0,36124,312469
Hicksville Bombers,0,4575,35912
The Rockats,0,4609,37569
The Creepshow,0,100203,2994620
The Hillbilly Moon Explosion,0,86547,1587172
Buddy Holly,0,1212354,16061958
The Meteors,1,166643,3620307
Jitterin' Jinn,0,8604,299759
Jody Reynolds,0,36997,155634
Big Daddy & Rockin' Combo,0,628,4177
The Go Getters,0,25060,213073
Mike Teardrop Trio,0,804,6710
John Wildcat,0,1731,9320
Johnny & The Hurricanes,0,87404,424020
The Hillbilly Moon Explosion,0,86547,1587172
Snake-Bite,0,1198,6139
Charlie Feathers,0,327872,1677374
Nick Curran and the Lowlifes,0,3385,21852
The Hub Caps,0,1918,11975
Igor Talkov,0,4558,38559
Maya Kristalinskaya,0,20529,90873
Valery Obodzinsky,0,6529,36024
Georgi Vinogradov,0,10369,60952
Valentina Ponomaryova,0,4374,16509
Alexander Vertinsky,0,4277,32550
"Группа ""Загадка""",0,995,5754
Elena Kamburova,0,4737,24032
Александр Добронравов,0,1565,8741
Kvatro,0,1060,9609
Igor Talkov,0,4558,38559
Павел Михайлов,0,4617,19972
Oleg Pogudin,0,531,6733
Zhanna Bichevskaya,0,4204,26657
Rashid Beibutov,0,4514,49283
Sergey Nikitin,0,4543,26962
Nikolai Erdenko,0,1415,6246
Georgi Vinogradov,0,10369,60952
Ivan Rebroff,0,25169,234993
Pyotr Leshchenko,0,9494,66176
Ivan Rebroff,0,25169,234993
Vladimir Troshin,0,12242,83947
Vadim Kozin,0,3934,33236
Vadim Kozin,0,3934,33236
Georgi Vinogradov,0,10369,60952
Klavdiya Shulzhenko,0,5541,24905
Николай Рыбников,0,11040,55068
Андрей Петров,0,6614,75272
Vika Tsyganova,0,805,4256
Gelena Velikanova,0,852,3378
Zhanna Bichevskaya,0,4204,26657
Sergey Nikitin,0,4543,26962
Vladimir Troshin,0,12242,83947
Klavdiya Shulzhenko,0,5541,24905
Rashid Beibutov,0,4514,49283
Lyudmila Zykina,0,3694,24304
